drop,galactic year,galaxy,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15–64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15–24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),y
380,992016,Andromeda XXV,0.816641462,71.21205984,12800.55817,0.708331679,13.9250867,10.11301368,0.681921745,0.70047518,142.5848736,110.2742753,115.3591012,34.41619612,796.3794556,48.91749479,92.47554762,65.17163374,15.21612154,376.1047817,51.56923238,73.38698662,77.77972341,85.10396766,78.25801752,137.9241538,2.602961677,83.6415096,18.13905837,44.86295639,67.46965755,51.3772758,68.04639966,84.65285121,63.55242682,109.9841212,48.20607616,2.674187098,38.46678058,271.1144971,386.8158241,23.84401364,14.4147404,20933.69868,6847.944236,22.77554882,205.2344318,39.00832769,15.45174605,10.90809675,10.82031597,15.27479219,13.99063198,511.7314597,61.82678933,31703.87385,15711.37052,113.8514283,155.6966916,88.15753223,74.63264845,31.93504719,20.33279221,80.5720396,85187.2721,115.0747482,278.0393542,110.6761111,60.42899717,6.500747196,0.817248945,0.790432908,1.052762138,146.0801491,142.2328932,17.12365115,5.857783102,15.13859833,0.692999579,0.059124782
381,992016,Barnard's Galaxy (NGC 6822),0.816495405,73.24451433,43623.5328,1.054278009,16.30490992,9.129055778,0.865268458,0.658390892,94.87012609,99.10897782,68.87662451,31.29157215,440.3082616,102.5482472,115.9101128,81.66864998,16.63105963,493.6887954,55.88188172,70.5869327,70.82331291,87.33776665,94.95509922,205.1993797,2.696552528,71.51882518,24.0231199,63.76778189,61.61326261,51.84950301,70.89646988,68.71790214,51.4576743,109.0693746,33.43751435,2.352874261,50.90083387,387.8567498,409.6370984,54.12833179,31.38647014,39028.9509,6614.985647,15.23964133,139.0804142,22.51190107,35.2370586,9.28787748,8.554017625,15.40029003,15.09784914,742.1968405,106.3284729,41673.46832,27483.74548,69.10570813,76.88809992,72.34926114,57.18045288,31.44392194,7.966020028,68.56316743,93611.81083,151.8244508,666.4581566,142.4792587,48.52900645,5.44058327,0.771033598,0.796142122,0.990829701,118.3289892,135.4076577,11.70825238,6.680793088,24.53666269,0.80530929,0.05388417
382,992016,NGC 185,0.951566144,79.92052326,19233.76593,0.704007868,13.01434635,15.33848169,0.870146562,0.930110108,137.9378907,112.8443026,127.3779558,34.34455318,756.7855753,76.12564613,73.18449128,65.36470616,27.57290205,537.2415892,61.6877339,76.58332499,84.17988755,76.07498905,58.23374896,112.3058383,2.324987823,86.36711455,16.06625374,79.86067704,74.27211397,72.0300987,62.68545536,85.12248638,69.83876034,64.38715933,52.55030495,1.936265253,27.9613116,190.1442165,301.989233,37.73795872,19.61379287,25006.98015,7829.332618,20.63942717,129.7816969,19.44686041,8.372932695,14.55034877,14.70751306,15.71858683,15.81091748,343.4166174,65.75148148,31011.86774,15635.63668,133.6060664,86.99491773,122.6929413,115.7542707,28.89655317,15.40981883,118.0492199,98006.056,103.5206893,342.5775575,121.9145653,42.61965604,10.20160747,0.833007345,0.882061585,1.027556937,108.6404875,117.1336662,23.43346564,3.360700492,22.96294777,0.587301614,0.068258204
383,992016,MB 1 (KK98 21),0.989582119,82.10895419,23214.55621,0.891893216,16.01866255,12.87210588,0.94061138,0.883541599,99.85219207,116.4695075,131.9160559,34.31105216,835.9773247,77.55985163,52.84664015,40.44052861,25.1244014,499.4337298,56.63700665,80.51866751,88.78778615,88.88324374,44.04604184,81.0785945,2.242828267,37.42623746,21.04847258,33.37113939,70.79809646,69.91305716,76.51098742,78.1353265,65.26354086,63.38130658,58.02034656,1.913610075,43.61558308,180.1160044,303.1986188,16.53859908,11.77574686,43672.72456,5636.07772,14.99646475,191.5887046,27.11809463,9.336153749,14.1027029,15.13763203,17.38687555,16.28440389,278.8553346,36.12932722,50334.7412,24979.50383,135.4877269,121.9231727,119.7341273,120.7956652,33.7851496,10.7646943,117.4921508,102411.3653,118.4858402,145.0878044,131.388064,91.47013119,9.170358074,0.993222576,0.980568464,1.062801175,82.64825105,84.15358,18.98476779,4.954420304,27.06168968,0.381476636,0.130472559
384,992016,Phoenix Dwarf Galaxy (P 6830),1.122723189,86.85981514,54469.52308,1.009258734,20.64976892,12.40452545,1.04254891,0.896275443,58.11517346,117.6232174,132.3277163,30.3930518,746.3520823,98.78302039,45.95655104,31.58926618,33.75751219,516.6740286,58.88438169,86.82314062,94.13825926,87.03273285,52.54242873,50.23565233,2.565700921,42.29412368,16.51209954,29.24358021,68.52166182,67.10044162,90.98088173,69.53439132,63.1303094,54.8731017,56.25958995,2.019265485,37.91237622,163.1048298,240.3721211,28.86623505,10.78701391,50988.99334,9675.390865,16.24570033,109.7497078,28.64728026,8.265901725,13.55124534,13.59531525,19.34410517,17.76142309,295.1821292,38.0266003,70417.88933,41721.3351,138.6391998,220.289004,98.68380552,103.3941767,28.99234534,10.31683045,102.6587762,162631.6142,117.8912201,229.4226547,133.5047906,89.10128204,13.78762021,1.038457126,1.018309413,1.08206177,62.96166675,68.48714061,21.0562434,4.291612978,25.87382106,0.332422119,0.175091646
385,992016,Tucana II,0.989007119,82.37619724,14311.81464,0.589100986,15.60933924,10.74685856,0.880733705,0.780116032,126.5832833,116.8710902,125.4248068,29.07277926,798.6609172,66.61738244,53.51214055,31.34925087,23.77227864,510.6821749,43.36446137,80.25218894,89.33268021,74.60411676,56.59837581,83.64500461,2.707894628,57.98321204,30.55310225,40.68660857,60.74876588,53.92079538,69.3873279,70.74148178,48.98790486,63.1322603,46.77635176,1.875374375,66.5111454,195.5417841,272.1392303,36.88157651,21.18795537,28332.36139,7294.759226,18.33594676,144.7022903,24.2255396,5.870199756,10.54856592,11.95141567,16.59806933,15.99486146,335.7446621,57.68762526,35586.0836,22264.97603,133.5878756,136.1286738,96.15007381,104.0381874,26.03425061,24.6838818,92.95840868,95852.64326,-1000,238.7837515,104.8375222,64.83980158,11.0842033,0.821544045,0.863174761,1.00928411,120.4930454,107.8856147,-1000,-1000,20.23985445,0.416834241,0.075784625
386,992016,Pisces Dwarf,0.90082455,84.56154028,25491.92478,0.834882618,13.91983742,10.11582888,0.81000097,0.602390209,102.3713752,110.7077311,113.4799703,31.78995364,854.1565524,74.13002166,70.02990462,48.21267483,20.19399371,552.8490925,63.02438246,82.02633028,85.45136149,71.19860054,65.23778146,123.1569506,3.342760758,71.01100236,19.17813046,43.01388586,74.41717716,73.57337012,82.2164065,84.20332246,70.14495853,55.28457288,59.89849866,2.627742758,44.83802153,223.7376963,316.4019247,27.77085052,15.45332134,27621.78275,6487.141698,16.87396965,144.5598307,23.29873133,9.831302293,11.54585664,10.18656744,17.11445153,14.88966717,374.4356308,41.11807581,30915.80128,16981.65548,118.8440945,103.4489579,83.53967734,83.0312798,30.23692435,21.34851711,82.10688276,106580.8481,111.8740912,158.4150904,125.9245404,59.16912968,8.310816456,0.855547594,0.872488178,1.052872006,105.5683875,120.7667022,24.66146064,6.31580605,28.34208276,0.617871948,0.066511018
387,992016,Cas 1 (KK98 19),0.901433456,76.6220171,29318.09564,0.823923623,15.43967819,8.375740182,0.804633639,0.636603024,136.2863733,110.3730865,107.3594688,31.81255451,742.5318521,93.01960125,88.64437536,58.2891673,17.28036873,477.4114831,53.70909709,78.20461124,86.52930847,86.18691316,68.17292875,63.86210241,2.768756171,52.14089596,21.40621021,44.32877396,56.80840569,38.42655876,70.41630957,81.46286229,54.24385655,32.00757465,36.22646397,2.022244,45.18915578,205.4777438,235.6035427,20.69891994,12.6766543,29260.66434,5597.164442,16.93848433,147.6341506,26.62633388,12.02821118,7.790573041,9.063385049,16.62123382,16.19919243,325.5613192,45.06364434,34627.0165,17774.37923,122.8291384,136.4910025,54.42786701,71.47635205,29.53589953,12.36262752,59.24245817,82179.94187,128.6083099,215.1766315,123.8982302,55.27477996,8.492327527,0.782993592,0.891015733,0.962296989,134.3749138,115.7130462,14.58241011,4.308942235,26.31938572,0.566956917,0.060696427
388,992016,ESO 321-014[70],0.8259426,71.47086185,24785.32224,0.953043611,13.6911209,8.902707344,0.761117129,0.649410972,118.4266117,114.6292436,122.3846087,37.23749939,816.6054764,59.21109084,75.16786666,41.85356718,19.26573694,507.2304183,59.27031902,77.78747097,87.08992399,83.55165566,52.61907701,102.1762138,2.263576003,95.1219823,7.825207368,63.30155686,82.89263972,75.66710803,55.61151735,88.82077015,82.86186923,52.9130212,57.48246741,2.18364902,14.52329525,218.2183934,328.1291745,22.07641777,9.855176777,27561.80606,7487.32088,19.19555616,168.1171561,19.89052235,9.92322744,9.157530369,9.670552349,16.3933205,14.77747609,349.5616509,56.34514784,40393.48906,22372.24602,132.7900103,196.3546848,57.95922726,65.97584598,35.51778332,7.597851583,55.99114197,119707.9695,113.1136221,376.2674381,151.5764202,50.52022497,6.535900755,0.864276792,0.858179694,1.074115162,119.366838,128.3426221,30.87376836,5.46895379,30.30793293,0.559228026,0.068882615
389,992016,Canes Venatici II Dwarf,0.903063031,83.75963827,40021.13409,0.91043635,13.77266031,13.84659742,0.819146996,0.772321826,106.5776303,118.4183668,130.6201714,36.3509274,798.9962699,95.58054675,58.67343767,33.98440411,29.60995701,484.2208625,66.99569113,82.40125259,89.8630363,78.00723121,46.28243143,68.81992739,2.789487601,47.77777496,12.58633921,31.42910119,67.94210479,66.52329154,74.83102173,76.67340752,69.17435332,57.99049911,55.11198154,2.075208882,30.62705328,152.8518675,271.7933414,14.77119951,11.52779942,44195.42519,7240.417011,15.5751691,168.7647952,29.93598677,8.493696814,15.89373242,15.83248751,19.08394688,17.52516333,291.211687,42.70272802,51461.95346,29366.11231,141.6826674,126.3282249,120.5427764,121.9897195,31.85733585,8.03604756,118.3564924,128259.7999,115.2979447,187.1147043,155.6698499,90.58400808,9.708470578,1.023393444,0.963593205,1.054871597,67.57402376,68.91591327,17.66232118,4.577015789,25.42110089,0.326390328,0.187664334
390,992016,Perseus I (Andromeda XXXIII),0.988762208,84.10616925,80215.05521,1.195723498,12.19867365,8.115889125,0.850966759,0.599613733,95.76422316,120.5848002,133.0623616,26.79279469,611.2195619,115.9548791,50.5858056,38.09450056,8.438498827,555.9443847,52.68346527,79.06738851,84.25111004,86.75304082,60.2751715,85.05953763,5.555945277,30.40516917,7.113597651,23.42850424,79.62328096,61.78213563,93.87462769,91.99489265,82.82704506,29.00472265,38.40298697,3.694558097,21.39826079,167.2357473,204.0144731,22.89539498,13.35986123,93372.57314,5046.421532,16.41649076,129.9343223,11.41449296,15.42635675,9.344550222,8.365850033,15.62514727,15.41187216,326.3997788,24.57861256,135148.2813,62555.67058,134.3708538,129.1610086,80.0954871,73.01283378,22.69354079,10.24168932,79.81226723,58071.31,114.0036661,222.5204206,134.3353995,55.98598192,5.849661901,0.962301696,0.94120129,1.083871192,84.09962547,78.69137427,34.55123085,4.788838497,40.3805717,0.736593069,0.054925827
391,992016,Andromeda I,0.65328657,64.56965419,19613.89292,0.581985457,11.49607889,6.303754232,0.547853498,0.423126643,149.091501,72.76899848,71.55865201,34.48723978,903.5369118,49.7954656,158.2149327,108.5469876,14.23267387,565.6099869,54.30393634,64.11221202,69.95300971,63.65198987,101.1728833,143.7347162,2.28377511,113.173405,8.127915078,108.4052232,86.89498522,92.66188763,33.17293241,89.72641949,91.87712638,97.50062193,53.64408482,1.906376584,16.49895771,329.69999,421.0597236,64.58297854,39.82435384,19316.56628,6496.464388,16.23101628,99.12680702,31.42353937,11.22686348,6.827123156,8.544622564,11.09954368,11.7661372,854.2275205,113.3690643,21776.22034,15103.33521,78.36646087,63.74010891,39.85339935,63.91388582,33.55015171,6.587506526,49.18808586,114497.4073,121.8383737,501.391779,62.11421913,34.84509421,6.805426538,0.63046818,0.682630493,0.973964291,140.4659079,165.071023,13.38401767,5.494491034,38.22402563,0.710730855,0.05258501
392,992016,NGC 3109,0.806778113,77.15296875,19548.72456,0.690815542,12.09489457,5.199679004,0.544103111,0.454049153,176.9097195,90.33033668,102.9910058,39.5676906,656.2399901,78.11163519,89.64534575,70.07705511,16.34384108,513.2641108,54.33876748,78.58498754,80.58428584,57.66702837,78.66193032,99.83705485,2.323234723,85.86514055,18.16002957,68.34980726,58.3877595,38.01078434,52.08315113,88.14130258,56.04560224,36.76244585,28.64607006,1.79853465,31.9413981,238.5001535,267.0233806,24.13420419,14.09181346,26215.11905,5869.852523,13.52226098,113.2554892,15.0903687,8.704477434,6.139009052,7.657921961,12.04807112,12.51653971,486.7920476,46.21756246,32751.50714,15340.83074,90.53167075,145.7124794,43.6931601,51.77752769,35.33342856,13.12932698,47.95656314,83421.80583,107.1206514,315.2968128,105.2731006,52.93299513,7.811835491,0.678312927,0.806471382,0.891070308,160.838091,148.4000694,32.93759642,5.009266697,27.05569892,0.855546197,0.052807798
393,992016,KUG 1210+301B (KK98 127),0.659506783,61.3034344,10020.82928,0.667209159,10.4730043,4.7053489,0.614359228,0.53874321,148.4901479,102.4282219,57.70672952,36.5651324,787.0249666,29.64965572,131.1958197,87.35950714,15.57354751,444.8007026,47.50727939,71.99368577,72.5462669,67.61481116,95.21080386,154.2039241,2.201204142,103.6142599,8.701653402,99.08916658,95.04117473,97.93047898,30.6552977,99.35637613,95.99457871,56.22082579,43.13798235,1.376402765,18.07529153,332.3185931,353.2973188,42.15951688,28.93505763,17243.05939,6100.430782,11.85820673,97.72217023,25.65619127,9.385728331,5.467065608,7.383013212,11.74620151,13.67424996,843.8536012,121.1235657,27518.99439,15986.0351,88.4146844,109.0302206,45.60763719,61.98216581,28.00777834,20.64877937,49.8738377,85992.93271,139.506453,327.6694839,52.90933248,-1000,7.088913822,0.609203045,0.673906785,0.920083488,159.1047594,159.6407573,36.27928214,4.974371024,-1000,0.826791183,0.052341439
394,992016,Andromeda XX,0.815857642,70.4462269,27144.17867,0.751564504,11.53699613,8.588043173,0.657968481,0.55645227,139.8724909,109.5149806,102.8738826,34.49758232,768.9520524,71.99407578,76.50736765,55.25065571,14.5990188,444.7749562,56.59859832,78.98049679,82.96978948,82.22852351,96.76957238,151.9511589,2.770598832,69.48646908,12.51647073,60.09789869,75.24078806,59.8840964,57.80665024,94.25600099,70.83647164,76.06012544,59.53585207,2.730153795,19.70801791,243.8265326,301.7787633,19.21746073,11.98227019,19063.98969,5723.300077,19.82671544,156.0324071,31.13315327,9.856569319,9.115330271,7.977088886,14.48853994,12.59855574,440.6463222,79.70512892,28102.22434,15161.99016,95.30159414,92.00031546,60.56677362,46.16363978,30.04245306,20.11574516,56.14460918,91456.29747,118.3621791,248.4549867,119.8963694,37.78408426,10.65490368,0.754749402,0.736930411,1.039063677,160.767059,157.3645346,28.24096564,5.701476966,24.12381956,0.706363054,0.05524948
395,992016,UGCA 292,0.83412476,78.83170404,32556.22802,0.763638168,12.08410536,11.02583231,0.846881828,0.800691617,151.8389851,110.206824,114.854031,50.15981906,780.5062113,89.40953822,76.77986984,57.3659394,16.68834988,418.1841735,55.79397222,76.01351739,82.89821638,79.48337907,73.60469507,127.7752029,3.839645933,40.13153982,15.55840018,36.73424326,60.51948944,49.86681175,87.69832307,72.91938628,57.84344928,122.8382027,48.95381707,3.540796715,37.02003669,241.022736,337.5586943,30.51226999,19.53877516,29579.79602,6568.720668,10.3127546,132.2153891,27.66451317,21.70567298,13.15173499,11.49714639,16.34121843,14.44324426,474.0241049,48.31866869,37320.47387,20260.3872,123.8760985,108.1213259,90.64026162,80.3859299,41.7501774,7.581587774,85.03819986,96863.54389,132.1720005,209.7570233,141.3414197,42.50588505,8.758700908,0.880805356,0.843626586,1.054525486,126.0136536,138.7458243,39.85741371,5.585205935,23.19201944,0.711840587,0.062516192
396,992016,Leo T Dwarf,0.994891214,87.62064331,47582.09096,1.067522859,20.53463828,12.48058756,1.038003012,0.985384084,94.91607479,116.7345693,132.1033854,31.04903814,731.9265705,108.9516848,60.17266343,34.93778927,31.27187514,508.1851075,50.2097556,84.98546301,92.66836284,72.90314044,48.48707429,64.03743485,1.77387736,39.24520493,16.95942227,32.43208378,70.20205601,74.24402164,85.48292532,74.99427499,67.07736269,97.1416068,58.32465266,1.933117524,38.6798866,165.4141671,244.3795791,17.50096109,9.841704359,58475.84171,7880.822311,18.04922254,112.2504885,44.82625814,9.379529037,13.42326418,13.45018871,21.58243085,19.30140785,403.4517365,65.31274432,68454.84986,42896.83205,134.8168899,165.2352779,122.627655,119.6193443,31.80890088,8.474794746,96.47044964,104954.6849,110.3287032,149.6461442,138.3107713,95.57924573,11.31213892,1.098355683,1.009401521,1.102710683,59.26784158,60.33084351,29.13934215,-1000,30.44478534,0.254783718,0.220029419
397,992016,Andromeda XXIV,0.564023236,54.27455726,16407.41756,0.564005181,9.736162262,4.367305543,0.478662,0.403696853,168.2961353,78.53641162,54.01429116,26.10682553,785.9338682,36.07796395,160.9089406,101.4306865,13.80935391,418.3768196,59.13219597,62.05403227,66.27886008,88.83742723,115.6274411,197.6967933,2.671960902,87.69376926,13.08572486,98.9176835,89.81010551,89.37386351,36.27982835,89.72689686,81.13602841,58.73778052,50.04200985,2.32247387,22.49205811,453.799045,581.0771975,30.16720135,12.62006586,17104.3545,8256.051824,20.46706343,111.6837757,25.11546269,18.65559372,6.145236798,7.498577184,13.77509262,13.57117281,1024.930559,113.7609268,23085.08112,12154.56545,37.58159795,76.68081481,39.51076854,50.06159335,22.1519139,7.736422081,45.51304192,102830.5516,148.3015556,474.9865973,72.05440241,37.00140707,10.75707263,0.594037331,0.604990528,1.010777844,175.8777638,185.2275633,3.488197986,15.05403283,17.15322408,0.832856113,0.049599768
398,992016,UGCA 276 (DDO 113),0.994999346,81.0104994,16780.20629,0.720963238,14.6947736,11.40245773,0.873729232,0.848880858,138.7880934,111.8979097,110.7890811,34.75025711,754.8427659,70.68938567,59.37698953,48.07847769,20.94941755,457.2686095,58.74173166,76.95109254,83.90743112,79.77589584,70.53373264,116.3257444,2.465780956,51.28046569,27.1663461,45.6202264,76.00829157,69.95450015,75.4013713,89.88632193,64.30083713,89.84485552,55.59857997,2.095475335,49.77065286,244.0263898,303.0584356,17.79169808,11.06245248,25959.45687,6502.722011,24.99165384,140.7686864,23.12582686,7.933486133,-1000,-1000,16.45017323,16.12101105,338.8964325,33.76348019,30310.96973,17425.18248,127.1805701,122.2098564,-1000,-1000,33.42859612,12.73990479,-1000,83367.30417,125.8732961,119.4130324,137.0525814,52.16854039,5.960495785,-1000,-1000,-1000,-1000,-1000,8.79678283,-1000,13.0802529,-1000,0.049545363
399,992016,Crater II,0.660557164,61.4851439,17779.05415,0.544863925,9.863682539,4.561819938,0.4671695,0.42494076,199.2522736,56.72369502,50.23049687,24.18155344,1038.607293,58.84286676,191.6813715,128.0461612,13.22995646,550.1379096,67.08451957,66.43254024,63.29989998,78.87717669,116.3531963,189.4786392,2.386321675,111.2142957,10.02436903,94.06081838,78.21781961,85.43082584,39.6884792,81.22116389,78.23425405,92.22392861,46.9372311,1.68108817,18.86890416,400.0768874,466.028611,57.69046919,46.38109175,17144.82266,5818.417587,15.58118701,103.1180243,23.52472819,21.109465,6.729662635,8.578042288,10.51064941,12.57277352,1172.370407,122.3035179,23383.08504,15255.16146,46.16334817,72.81406217,44.40273495,63.26088957,23.14872389,9.352024143,53.47546656,106916.7228,104.685758,491.9372699,72.2679059,34.05797825,6.063217311,0.575444435,0.587165099,0.881490415,197.7682075,220.3538659,0.529228354,6.629371798,26.66674455,0.835359584,0.050219487
400,992016,Sextans B (UGC 5373),0.660709475,73.93137564,14888.37935,0.526071838,13.57328102,4.753028004,0.541263901,0.528548494,183.3224346,75.96323934,102.8038608,28.72010505,744.1756215,53.76377984,125.5016538,90.47076104,17.0887088,433.3010037,46.10700554,65.30576954,74.18349689,70.35899745,81.57016826,74.05650324,2.52529989,94.52198192,6.386318466,82.09997485,81.28654093,68.90194649,47.24496712,92.89509531,79.38983361,75.84702205,53.1915985,1.918469579,13.60232617,335.5902271,379.3619125,34.33315496,20.9094954,20760.29704,7834.913696,17.42551271,35.2280172,7.515960412,11.07288645,7.415391481,6.683683564,10.42316453,9.02755035,581.6278977,120.7927977,25310.1732,13689.12649,73.24972187,94.64007411,52.9973064,39.16321196,35.72197957,7.545327366,42.23305561,107681.8576,114.7038329,585.9835887,44.65080545,30.67275685,3.917255553,0.623845849,0.509017547,0.962488546,148.856631,139.3068295,47.45053212,5.242205078,-1000,0.766529437,0.066699108
401,992016,Boötes I,0.817119578,66.25285499,21551.16748,0.778677364,15.75730701,7.230518576,0.805992726,0.633114395,129.5391019,96.45089035,90.00546248,42.06651915,656.4356236,79.92108331,94.36417417,67.24396454,12.7019737,521.0706525,53.97163831,64.02617478,72.16165958,72.76721122,83.25663681,112.0249424,2.64253691,50.91874213,24.55202369,45.04750065,75.4584675,72.01622403,71.77514242,82.04535672,64.02660314,43.15888033,56.85726437,2.482831418,46.8770903,424.8768833,570.9447839,18.921964,11.4335207,27656.96518,5606.473229,15.44365544,157.7604481,19.63423688,9.370080678,11.83081333,11.04316114,16.22942099,14.75902559,565.1615869,62.02636751,35324.05871,22983.52412,55.06778469,50.04496629,101.5350364,101.2170209,38.34236185,8.378001003,102.3269448,85077.38288,124.2089348,734.3383763,137.0727476,37.19889244,8.163822348,0.782428461,0.79282165,1.059396196,129.9057134,148.8914752,43.38812156,25.29954327,28.72538417,0.723261908,0.051961304
